X,Y,NAME,INTERSECTION_TYPE,WARD,STATUS,STREET_1_NAME,STREET_1_TYPE,STREET_1_QUADRANT,STREET_1_FULL,STREET_2_NAME,STREET_2_TYPE,STREET_2_QUADRANT,STREET_2_FULL,LATITUDE,LONGITUDE,X_COORDINATE,Y_COORDINATE,ROUTEID_1,ROUTEID_2,INTERSECTIONKEY,MAR_ID,NATIONAL_GRID,METADATA_ID,SOURCE,BEFORE_DATE,BEFORE_DATE_SOURCE,BEGIN_DATE,BEGIN_DATE_SOURCE,FIRST_KNOWN_DATE,FIRST_KNOWN_DATE_SOURCE,CREATED_DATE,CREATED_USER,LAST_EDITED_DATE,LAST_EDITED_USER,OBJECTID
-8582111.26237042,4711107.06443392,FULTON STREET NW AND 49TH STREET NW,REGULAR,Ward 3,ACTIVE,FULTON,STREET,NW,FULTON STREET NW,49TH,STREET,NW,49TH STREET NW,38.9262006122306,-77.094414856004,391813.10005436,139818.02003118,,,d5312277febcdd3d52faafaf29c5dba9,911536,18S UJ 18444 10672,16281097,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778505
-8572997.56151333,4703991.74739137,CANAL STREET SW AND M STREET SW,REGULAR,Ward 6,ACTIVE,CANAL,STREET,SW,CANAL STREET SW,M,STREET,SW,M STREET SW,38.8764578284243,-77.0125451167558,398911.42895694,134292.01196205,,,b146fd6acc4f998e178ef8b6578f5d97,903804,18S UJ 25420 04992,16281926,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778506
-8572997.56151333,4703991.74739137,M STREET SW AND CANAL STREET SW,REGULAR,Ward 6,ACTIVE,M,STREET,SW,M STREET SW,CANAL,STREET,SW,CANAL STREET SW,38.8764578284243,-77.0125451167558,398911.42895694,134292.01196205,,,b146fd6acc4f998e178ef8b6578f5d97,903804,18S UJ 25420 04992,16283458,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778507
-8573516.20008037,4697363.05107852,CHAPPIE JAMES BOULEVARD SW AND MCGUIRE AVENUE SW,REGULAR,Ward 8,ACTIVE,CHAPPIE JAMES,BOULEVARD,SW,CHAPPIE JAMES BOULEVARD SW,MCGUIRE,AVENUE,SW,MCGUIRE AVENUE SW,38.8300856379405,-77.0172041276037,398506.18486057,129144.43429328,,,73d89f5e9abf87e1faff6aea89f8935f,905430,18S UH 24902 99854,16275691,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778508
-8574494.26471648,4709949.489685,V STREET NW AND 10TH STREET NW,REGULAR,Ward 1,ACTIVE,V,STREET,NW,V STREET NW,10TH,STREET,NW,10TH STREET NW,38.9181104433425,-77.0259902232096,397746.07999586,138916.03001435,,,d3cfe5665c9883e27666e4aea84dec3d,905218,18S UJ 24356 09640,16283617,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778509
-8574494.26471648,4709949.489685,10TH STREET NW AND V STREET NW,REGULAR,Ward 1,ACTIVE,10TH,STREET,NW,10TH STREET NW,V,STREET,NW,V STREET NW,38.9181104433425,-77.0259902232096,397746.07999586,138916.03001435,,,d3cfe5665c9883e27666e4aea84dec3d,905218,18S UJ 24356 09640,16285920,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778510
-8567781.04133789,4700722.3668477,30TH STREET SE AND HARTFORD STREET SE,REGULAR,Ward 8,ACTIVE,30TH,STREET,SE,30TH STREET SE,HARTFORD,STREET,SE,HARTFORD STREET SE,38.8535900888108,-76.9656843340151,402978.61001672,131754.0100077,,,15f5440181670e0df0c34a084f268575,900118,18S UJ 29431 02365,16291072,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778511
-8575157.59674445,4707983.93202109,GREEN COURT NW AND 14TH STREET NW,ALLEY,Ward 2,ACTIVE,GREEN,COURT,NW,GREEN COURT NW,14TH,STREET,NW,14TH STREET NW,38.9043712576606,-77.0319490348493,397228.787125,137391.03125,,,e0ac81374372096e91ba6b80baa97014,913465,18S UJ 23805 08127,16275746,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778512
-8567376.34392795,4704258.19788386,MASSACHUSETTS AVENUE SE AND K STREET SE,REGULAR,Ward 7,ACTIVE,MASSACHUSETTS,AVENUE,SE,MASSACHUSETTS AVENUE SE,K,STREET,SE,K STREET SE,38.8783211949604,-76.9620488756895,403293.02755301,134499.46946625,,,52be6dac660d9a01b87dbb4ebb94712b,907892,18S UJ 29805 05103,16287862,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778513
-8578507.99768915,4716776.83325343,NORTHAMPTON STREET NW AND NEBRASKA AVENUE NW,REGULAR,Ward 4,ACTIVE,NORTHAMPTON,STREET,NW,NORTHAMPTON STREET NW,NEBRASKA,AVENUE,NW,NEBRASKA AVENUE NW,38.9658126933836,-77.0620461858488,394622.83999296,144212.91001926,,,6e63fa3477d8d77377ad52e96d5b5686,905888,18S UJ 21350 15005,16273021,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778514
-8578507.99768915,4716776.83325343,NEBRASKA AVENUE NW AND NORTHAMPTON STREET NW,REGULAR,Ward 4,ACTIVE,NEBRASKA,AVENUE,NW,NEBRASKA AVENUE NW,NORTHAMPTON,STREET,NW,NORTHAMPTON STREET NW,38.9658126933836,-77.0620461858488,394622.83999296,144212.91001926,,,6e63fa3477d8d77377ad52e96d5b5686,905888,18S UJ 21350 15005,16288602,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778515
-8571353.15614543,4703994.86982005,ISAAC HULL AVENUE SE AND M STREET SE,REGULAR,Ward 8,ACTIVE,ISAAC HULL,AVENUE,SE,ISAAC HULL AVENUE SE,M,STREET,SE,M STREET SE,38.8764796641313,-76.9977731760346,400193.22700613,134294.36345006,,,d2bc5b8c7761abb35ecd4e8ad0c40dd7,901862,18S UJ 26701 04966,16275617,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778516
-8571353.15614543,4703994.86982005,M STREET SE AND ISAAC HULL AVENUE SE,REGULAR,Ward 8,ACTIVE,M,STREET,SE,M STREET SE,ISAAC HULL,AVENUE,SE,ISAAC HULL AVENUE SE,38.8764796641313,-76.9977731760346,400193.22700613,134294.36345006,,,d2bc5b8c7761abb35ecd4e8ad0c40dd7,901862,18S UJ 26701 04966,16283383,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778517
-8563848.88475576,4705449.80558228,50TH STREET SE AND B STREET SE,REGULAR,Ward 7,ACTIVE,50TH,STREET,SE,50TH STREET SE,B,STREET,SE,B STREET SE,38.8866538669645,-76.9303611797695,406041.86998756,135426.07999511,,,1d89a7d7ba04b58ddd34fd13f96b3521,900753,18S UJ 32574 05969,16280037,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778518
-8563848.88475576,4705449.80558228,B STREET SE AND 50TH STREET SE,REGULAR,Ward 7,ACTIVE,B,STREET,SE,B STREET SE,50TH,STREET,SE,50TH STREET SE,38.8866538669645,-76.9303611797695,406041.86998756,135426.07999511,,,1d89a7d7ba04b58ddd34fd13f96b3521,900753,18S UJ 32574 05969,16284214,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778519
-8576407.11083916,4710547.86674311,COLUMBIA ROAD NW AND BILTMORE STREET NW,REGULAR,Ward 1,ACTIVE,COLUMBIA,ROAD,NW,COLUMBIA ROAD NW,BILTMORE,STREET,NW,BILTMORE STREET NW,38.9222925520998,-77.0431736067925,396256.12498648,139380.84377478,,,ea2990b831edf2622250524cc6fcc44d,905208,18S UJ 22877 10138,16281441,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778520
-8576407.11083916,4710547.86674311,BILTMORE STREET NW AND COLUMBIA ROAD NW,REGULAR,Ward 1,ACTIVE,BILTMORE,STREET,NW,BILTMORE STREET NW,COLUMBIA,ROAD,NW,COLUMBIA ROAD NW,38.9222925520998,-77.0431736067925,396256.12498648,139380.84377478,,,ea2990b831edf2622250524cc6fcc44d,905208,18S UJ 22877 10138,16286391,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778521
-8581911.48070079,4713534.70650037,VAN NESS STREET NW AND 47TH STREET NW,REGULAR,Ward 3,ACTIVE,VAN NESS,STREET,NW,VAN NESS STREET NW,47TH,STREET,NW,47TH STREET NW,38.9431641467363,-77.0926201856474,391970.6300065,141700.96000093,,,d105d965aadcdc9d776c1360413dd2d2,905938,18S UJ 18643 12552,16276322,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778522
-8581911.48070079,4713534.70650037,47TH STREET NW AND VAN NESS STREET NW,REGULAR,Ward 3,ACTIVE,47TH,STREET,NW,47TH STREET NW,VAN NESS,STREET,NW,VAN NESS STREET NW,38.9431641467363,-77.0926201856474,391970.6300065,141700.96000093,,,d105d965aadcdc9d776c1360413dd2d2,905938,18S UJ 18643 12552,16281875,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778523
-8571175.40042639,4711566.16860579,JACKSON STREET NE AND 7TH STREET NE,REGULAR,Ward 5,ACTIVE,JACKSON,STREET,NE,JACKSON STREET NE,7TH,STREET,NE,7TH STREET NE,38.9294089829141,-76.9961763666,400331.53999826,140169.95001551,,,344519ac8cb52d75f48911b4c44fa002,906861,18S UJ 26969 10837,16280680,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778524
-8571175.40042639,4711566.16860579,7TH STREET NE AND JACKSON STREET NE,REGULAR,Ward 5,ACTIVE,7TH,STREET,NE,7TH STREET NE,JACKSON,STREET,NE,JACKSON STREET NE,38.9294089829141,-76.9961763666,400331.53999826,140169.95001551,,,344519ac8cb52d75f48911b4c44fa002,906861,18S UJ 26969 10837,16287272,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778525
-8567217.88501837,4703247.33346584,P STREET SE AND BRANCH AVENUE SE,REGULAR,Ward 7,ACTIVE,P,STREET,SE,P STREET SE,BRANCH,AVENUE,SE,BRANCH AVENUE SE,38.8712516576711,-76.9606254154046,403416.88000112,133714.75000952,,,e3e397518916af11d927aa083e6a897a,910831,18S UJ 29912 04316,16281712,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778526
-8578381.43059102,4708974.56972615,CAMBRIDGE PLACE NW AND AVON PLACE NW,REGULAR,Ward 2,ACTIVE,CAMBRIDGE,PLACE,NW,CAMBRIDGE PLACE NW,AVON,PLACE,NW,AVON PLACE NW,38.9112961178399,-77.0609092183709,394717.33605705,138161.02473364,,,b54bbac347890eb8911aeaf720975e94,911178,18S UJ 21311 08952,16288634,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778527
-8570299.50496118,4706889.3108502,EMERALD STREET NE AND 13TH STREET NE,REGULAR,Ward 6,ACTIVE,EMERALD,STREET,NE,EMERALD STREET NE,13TH,STREET,NE,13TH STREET NE,38.8967187365241,-76.9883080680179,401014.25001489,136541.11999614,,,267aba3aa1d62cb001c96a8871b41947,907350,18S UJ 27572 07194,16277602,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778528
-8570299.50496118,4706889.3108502,13TH STREET NE AND EMERALD STREET NE,REGULAR,Ward 6,ACTIVE,13TH,STREET,NE,13TH STREET NE,EMERALD,STREET,NE,EMERALD STREET NE,38.8967187365241,-76.9883080680179,401014.25001489,136541.11999614,,,267aba3aa1d62cb001c96a8871b41947,907350,18S UJ 27572 07194,16282690,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778529
-8573111.82608791,4700352.96562392,CHAPPIE JAMES BOULEVARD SW AND DIA ACCESS ROAD SW,REGULAR,Ward 8,ACTIVE,CHAPPIE JAMES,BOULEVARD,SW,CHAPPIE JAMES BOULEVARD SW,DIA ACCESS,ROAD,SW,DIA ACCESS ROAD SW,38.8510058452549,-77.0135715732499,398821.94073286,131466.66834343,,,c2285433360ba34153c7b7fe832d2cc0,907525,18S UJ 25268 02169,16276637,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778530
-8573111.82608791,4700352.96562392,CHAPPIE JAMES BOULEVARD SW AND DEFENSE BOULEVARD SW,REGULAR,Ward 8,ACTIVE,CHAPPIE JAMES,BOULEVARD,SW,CHAPPIE JAMES BOULEVARD SW,DEFENSE,BOULEVARD,SW,DEFENSE BOULEVARD SW,38.8510058452549,-77.0135715732499,398821.94073286,131466.66834343,,,c2285433360ba34153c7b7fe832d2cc0,907525,18S UJ 25268 02169,16291530,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778531
-8573494.67812108,4703359.94596908,P STREET SW AND 3RD AVENUE SW,REGULAR,Ward 6,ACTIVE,P,STREET,SW,P STREET SW,3RD,AVENUE,SW,3RD AVENUE SW,38.8720392563588,-77.0170107896454,398523.83999658,133801.5799936,,,55593f00fd06c8c661ce332cc50a29f4,902535,18S UJ 25022 04510,16277075,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778532
-8573494.67812108,4703359.94596908,3RD AVENUE SW AND P STREET SW,REGULAR,Ward 6,ACTIVE,3RD,AVENUE,SW,3RD AVENUE SW,P,STREET,SW,P STREET SW,38.8720392563588,-77.0170107896454,398523.83999658,133801.5799936,,,55593f00fd06c8c661ce332cc50a29f4,902535,18S UJ 25022 04510,16284527,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778533
-8562448.10994491,4706385.37184424,CLAY STREET NE AND 58TH STREET NE,REGULAR,Ward 7,ACTIVE,CLAY,STREET,NE,CLAY STREET NE,58TH,STREET,NE,58TH STREET NE,38.8931954084762,-76.9177778090581,407132.94998857,136153.15001178,,,de18172700d9331a31edd2ecd98e7a54,905032,18S UJ 33680 06672,16279385,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778534
-8562448.10994491,4706385.37184424,58TH STREET NE AND CLAY STREET NE,REGULAR,Ward 7,ACTIVE,58TH,STREET,NE,58TH STREET NE,CLAY,STREET,NE,CLAY STREET NE,38.8931954084762,-76.9177778090581,407132.94998857,136153.15001178,,,de18172700d9331a31edd2ecd98e7a54,905032,18S UJ 33680 06672,16291568,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778535
-8576100.83045249,4710056.21133189,CHAMPLAIN STREET NW AND OLD MORGAN SCHOOL PLACE NW,REGULAR,Ward 1,ACTIVE,CHAMPLAIN,STREET,NW,CHAMPLAIN STREET NW,OLD MORGAN SCHOOL,PLACE,NW,OLD MORGAN SCHOOL PLACE NW,38.9188563483059,-77.0404222444701,396494.54527465,138999.2869744,,,e2d6ed3fe6f4431f5a0b57eedecdd425,910055,18S UJ 23107 09751,16288691,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778536
-8573963.59147387,4698784.67347982,KELLY STREET SW AND MARCH LANE SW,REGULAR,Ward 8,ACTIVE,KELLY,STREET,SW,KELLY STREET SW,MARCH,LANE,SW,MARCH LANE SW,38.8400333900471,-77.0212231106611,398157.47779132,130248.7758021,,,1417cf2baa936f294a72898d11f1cd05,907629,18S UJ 24577 00966,16284122,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778537
-8567863.14602816,4703487.71088956,O STREET SE AND 29TH STREET SE,REGULAR,Ward 7,ACTIVE,O,STREET,SE,O STREET SE,29TH,STREET,SE,29TH STREET SE,38.8729328147587,-76.9664218917758,402913.80000066,133901.17000969,,,9e0b47bfc7071c010a2ca4a485c42362,904218,18S UJ 29413 04513,16286182,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778538
-8567863.14602816,4703487.71088956,29TH STREET SE AND O STREET SE,REGULAR,Ward 7,ACTIVE,29TH,STREET,SE,29TH STREET SE,O,STREET,SE,O STREET SE,38.8729328147587,-76.9664218917758,402913.80000066,133901.17000969,,,9e0b47bfc7071c010a2ca4a485c42362,904218,18S UJ 29413 04513,16288411,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778539
-8577439.02432812,4708738.87736448,P STREET NW AND RAMP TO ROCK CREEK & POTOMAC PARKWAY NW SOUTHBOUND,RAMP,Ward 2,ACTIVE,P,STREET,NW,P STREET NW,P,STREET,NW,P STREET NW,38.9096486168402,-77.0524434416901,395451.46875,137977.68275,,,56bbc3bd0ea45cebad04a8c8a7d48583,913166,18S UJ 22041 08753,16282268,DC GIS,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778540
-8574019.45605609,4713671.72327038,7TH STREET NW AND WEBSTER STREET NW,REGULAR,Ward 4,ACTIVE,7TH,STREET,NW,7TH STREET NW,WEBSTER,STREET,NW,WEBSTER STREET NW,38.9441214495769,-77.0217249441759,398116.65999621,141803.38000102,,,e2efc2ca9df9a4b1a12d8b6a000a3e5e,907165,18S UJ 24790 12519,16286103,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778541
-8574019.45605609,4713671.72327038,WEBSTER STREET NW AND 7TH STREET NW,REGULAR,Ward 4,ACTIVE,WEBSTER,STREET,NW,WEBSTER STREET NW,7TH,STREET,NW,7TH STREET NW,38.9441214495769,-77.0217249441759,398116.65999621,141803.38000102,,,e2efc2ca9df9a4b1a12d8b6a000a3e5e,907165,18S UJ 24790 12519,16288499,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778542
-8570079.36974176,4702023.25385135,HIGH STREET SE AND CEDAR STREET SE,REGULAR,Ward 8,ACTIVE,HIGH,STREET,SE,HIGH STREET SE,CEDAR,STREET,SE,CEDAR STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16276031,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778543
-8570079.36974176,4702023.25385135,CEDAR STREET SE AND 14TH STREET SE,REGULAR,Ward 8,ACTIVE,CEDAR,STREET,SE,CEDAR STREET SE,14TH,STREET,SE,14TH STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16279416,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778544
-8570079.36974176,4702023.25385135,CEDAR STREET SE AND HIGH STREET SE,REGULAR,Ward 8,ACTIVE,CEDAR,STREET,SE,CEDAR STREET SE,HIGH,STREET,SE,HIGH STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16281182,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778545
-8570079.36974176,4702023.25385135,14TH STREET SE AND CEDAR STREET SE,REGULAR,Ward 8,ACTIVE,14TH,STREET,SE,14TH STREET SE,CEDAR,STREET,SE,CEDAR STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16285071,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778546
-8570079.36974176,4702023.25385135,14TH STREET SE AND HIGH STREET SE,REGULAR,Ward 8,ACTIVE,14TH,STREET,SE,14TH STREET SE,HIGH,STREET,SE,HIGH STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16285883,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778547
-8570079.36974176,4702023.25385135,HIGH STREET SE AND 14TH STREET SE,REGULAR,Ward 8,ACTIVE,HIGH,STREET,SE,HIGH STREET SE,14TH,STREET,SE,14TH STREET SE,38.8626900472572,-76.9863305625676,401186.35999905,132763.70002464,,,e0cf78538187e00bcf083eafa2008ee0,907431,18S UJ 27661 03414,16290153,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778548
-8574491.29045628,4716988.24502012,9TH STREET NW AND TUCKERMAN STREET NW,REGULAR,Ward 4,ACTIVE,9TH,STREET,NW,9TH STREET NW,TUCKERMAN,STREET,NW,TUCKERMAN STREET NW,38.9672893011699,-77.0259635017882,397749.95001187,144375.32000341,,,031416501cffc3a4d05d25cb153f7975,902422,18S UJ 24480 15099,16285495,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778549
-8574491.29045628,4716988.24502012,TUCKERMAN STREET NW AND 9TH STREET NW,REGULAR,Ward 4,ACTIVE,TUCKERMAN,STREET,NW,TUCKERMAN STREET NW,9TH,STREET,NW,9TH STREET NW,38.9672893011699,-77.0259635017882,397749.95001187,144375.32000341,,,031416501cffc3a4d05d25cb153f7975,902422,18S UJ 24480 15099,16288946,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778550
-8574126.73647128,4704105.38437057,WHARF STREET SW AND RILEY STREET SW,REGULAR,Ward 6,ACTIVE,WHARF,STREET,SW,WHARF STREET SW,RILEY,STREET,SW,RILEY STREET SW,38.8772525326693,-77.0226886642847,398031.27,134380.4,,,73c3c4bde96a79c959ae8fb7cf3af964,914549,18S UJ 24542 05100,16273145,MAR,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778551
-8568618.67756044,4700641.05866009,23RD STREET SE AND IRVING STREET SE,REGULAR,Ward 8,ACTIVE,23RD,STREET,SE,23RD STREET SE,IRVING,STREET,SE,IRVING STREET SE,38.853021283844,-76.9732089459262,402325.49001611,131690.65000764,,,0ac7b060499a93678cbe0557df04429d,900438,18S UJ 28776 02316,16275151,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778552
-8568618.67756044,4700641.05866009,IRVING STREET SE AND 23RD STREET SE,REGULAR,Ward 8,ACTIVE,IRVING,STREET,SE,IRVING STREET SE,23RD,STREET,SE,23RD STREET SE,38.853021283844,-76.9732089459262,402325.49001611,131690.65000764,,,0ac7b060499a93678cbe0557df04429d,900438,18S UJ 28776 02316,16275998,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778553
-8568817.1474745,4703386.19705892,22ND STREET SE AND YOUNG STREET SE,REGULAR,Ward 8,ACTIVE,22ND,STREET,SE,22ND STREET SE,YOUNG,STREET,SE,YOUNG STREET SE,38.8722228501395,-76.9749918297769,402170.15001597,133822.11999362,,,864c12aac490c0e90d69b297f332b5d1,905434,18S UJ 28668 04451,16277629,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778554
-8569529.3571631,4699314.01359466,COOK DRIVE SE AND TANNER PLACE SE,REGULAR,Ward 8,ACTIVE,COOK,DRIVE,SE,COOK DRIVE SE,TANNER,PLACE,SE,TANNER PLACE SE,38.8437370720836,-76.9813897179189,401615.60102345,130659.86063068,,,0f7c356d236057c499eae9af3b958586,907594,18S UJ 28044 01301,16273652,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778555
-8570300.38550524,4705820.03373515,EAST CAPITOL STREET AND 13TH STREET SE,REGULAR,Ward 6,ACTIVE,EAST CAPITOL,STREET,,EAST CAPITOL STREET,13TH,STREET,SE,13TH STREET SE,38.8892426012818,-76.9883159785332,401013.67001489,135711.21001137,,,16c7bf77cd2d9115479998ff8463b019,908364,18S UJ 27553 06365,16290150,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778556
-8576723.83920719,4709373.36275343,CONNECTICUT AVENUE NW AND S STREET NW,REGULAR,Ward 2,ACTIVE,CONNECTICUT,AVENUE,NW,CONNECTICUT AVENUE NW,S,STREET,NW,S STREET NW,38.9140836109238,-77.0460188256124,396008.93749825,138469.70313393,,,ba899816bfd1ee09df7b962e9845652c,905305,18S UJ 22610 09232,16273834,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778557
-8576723.83920719,4709373.36275343,S STREET NW AND CONNECTICUT AVENUE NW,REGULAR,Ward 2,ACTIVE,S,STREET,NW,S STREET NW,CONNECTICUT,AVENUE,NW,CONNECTICUT AVENUE NW,38.9140836109238,-77.0460188256124,396008.93749825,138469.70313393,,,ba899816bfd1ee09df7b962e9845652c,905305,18S UJ 22610 09232,16281580,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778558
-8570271.09160222,4702179.12877614,PLEASANT STREET SE AND 13TH STREET SE,REGULAR,Ward 8,ACTIVE,PLEASANT,STREET,SE,PLEASANT STREET SE,13TH,STREET,SE,13TH STREET SE,38.8637803444597,-76.9880528285576,401036.87001492,132884.71000875,,,f6ae6d2346816cd33f19d2b50f3a3846,911173,18S UJ 27514 03538,16284150,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778559
-8571908.78853239,4716017.85941245,3RD STREET NE AND NICHOLSON STREET NE,REGULAR,Ward 4,ACTIVE,3RD,STREET,NE,3RD STREET NE,NICHOLSON,STREET,NE,NICHOLSON STREET NE,38.960511371159,-77.0027645000989,399760.39999773,143622.59001871,,,ae59f9da79da841ff3bbe9aa6268d0ff,907005,18S UJ 26473 14302,16287848,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778560
-8571908.78853239,4716017.85941245,NICHOLSON STREET NE AND 3RD STREET NE,REGULAR,Ward 4,ACTIVE,NICHOLSON,STREET,NE,NICHOLSON STREET NE,3RD,STREET,NE,3RD STREET NE,38.960511371159,-77.0027645000989,399760.39999773,143622.59001871,,,ae59f9da79da841ff3bbe9aa6268d0ff,907005,18S UJ 26473 14302,16289908,DDOT,,,,,,,2025/01/02 23:36:48+00,DLUSER,2025/01/02 23:36:48+00,DLUSER,9778561
